ID;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
34210;43;blue-collar;married;basic.9y;no;yes;no;cellular;may;wed;3;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;no
7387;25;blue-collar;married;basic.6y;no;no;no;telephone;may;fri;4;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
6674;52;services;married;unknown;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
30677;40;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;3;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1;no
4648;33;blue-collar;married;basic.6y;unknown;no;no;telephone;may;wed;5;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
26124;36;blue-collar;married;basic.6y;unknown;yes;no;cellular;nov;wed;3;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;no
4759;29;blue-collar;single;basic.6y;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
22327;30;technician;single;university.degree;no;no;no;cellular;aug;thu;7;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
34524;25;student;single;high.school;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
41149;30;admin.;single;university.degree;no;yes;no;cellular;nov;mon;2;999;0;nonexistent;-1.1;94.767;-50.8;1.039;4963.6;no
21978;32;admin.;divorced;university.degree;no;no;yes;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
945;44;admin.;married;university.degree;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
11433;31;housemaid;married;basic.4y;unknown;unknown;unknown;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
39375;35;blue-collar;married;basic.4y;no;no;no;telephone;mar;mon;3;999;1;failure;-1.8;93.369;-34.8;0.635;5008.7;yes
24062;42;management;married;university.degree;no;no;no;telephone;oct;fri;1;999;0;nonexistent;-0.1;93.798;-40.4;4.76;5195.8;yes
6995;48;admin.;divorced;high.school;no;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
29941;38;admin.;divorced;basic.9y;no;yes;no;cellular;apr;mon;4;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
36991;30;admin.;married;university.degree;no;no;no;cellular;jul;fri;2;999;0;nonexistent;-2.9;92.469;-33.6;1.059;5076.2;yes
40860;32;admin.;single;university.degree;no;yes;no;cellular;oct;fri;1;999;3;failure;-1.1;94.601;-49.5;0.942;4963.6;no
14004;25;unemployed;married;high.school;unknown;no;no;cellular;jul;fri;10;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
4545;33;blue-collar;single;basic.9y;no;no;no;telephone;may;tue;10;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
26614;57;admin.;divorced;university.degree;no;yes;yes;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42;4.076;5195.8;yes
36771;26;management;single;university.degree;no;yes;no;cellular;jun;fri;2;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2;no
22452;29;admin.;single;university.degree;no;yes;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
6531;34;blue-collar;married;basic.9y;no;yes;yes;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;yes
37942;53;technician;married;professional.course;no;yes;yes;cellular;sep;fri;1;999;1;failure;-3.4;92.379;-29.8;0.803;5017.5;yes
19042;44;technician;single;professional.course;no;yes;no;cellular;aug;tue;3;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
28109;31;technician;single;high.school;no;yes;no;cellular;apr;fri;1;999;1;failure;-1.8;93.075;-47.1;1.479;5099.1;no
29831;47;blue-collar;single;basic.9y;unknown;yes;no;cellular;apr;mon;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
40258;68;retired;married;university.degree;no;yes;no;cellular;jul;mon;2;999;1;failure;-1.7;94.215;-40.3;0.889;4991.6;yes
40685;38;technician;single;professional.course;no;yes;no;cellular;sep;thu;2;6;1;success;-1.1;94.199;-37.5;0.879;4963.6;yes
33968;33;admin.;single;high.school;no;yes;no;cellular;may;wed;1;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
39638;50;admin.;married;university.degree;no;yes;no;cellular;may;wed;2;3;3;success;-1.8;93.876;-40;0.682;5008.7;yes
15186;42;entrepreneur;married;basic.4y;unknown;yes;no;telephone;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
27288;42;admin.;married;university.degree;no;no;yes;cellular;nov;fri;1;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;yes
23727;30;admin.;married;university.degree;no;yes;no;cellular;aug;thu;23;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
27632;43;technician;married;university.degree;no;no;no;cellular;nov;fri;9;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;no
35548;38;technician;single;professional.course;no;no;no;cellular;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1;no
12030;34;admin.;single;university.degree;no;no;no;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.955;5228.1;no
31307;33;technician;single;professional.course;no;yes;no;cellular;may;wed;2;999;2;failure;-1.8;92.893;-46.2;1.334;5099.1;yes
1784;47;blue-collar;married;basic.4y;no;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191;no
31517;39;technician;single;professional.course;no;no;no;cellular;may;wed;3;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
37575;35;admin.;married;university.degree;no;no;no;cellular;aug;fri;1;999;0;nonexistent;-2.9;92.201;-31.4;0.869;5076.2;yes
39754;37;student;divorced;university.degree;no;yes;yes;cellular;may;thu;2;999;0;nonexistent;-1.8;93.876;-40;0.699;5008.7;yes
13221;24;blue-collar;single;basic.4y;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
40933;71;retired;married;professional.course;no;no;no;cellular;oct;tue;1;999;0;nonexistent;-1.1;94.601;-49.5;0.982;4963.6;yes
35380;25;blue-collar;single;high.school;no;no;no;cellular;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1;yes
3824;37;technician;married;professional.course;unknown;yes;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
36030;35;admin.;married;high.school;no;no;no;telephone;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
25686;34;technician;married;high.school;no;no;yes;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;yes
11572;43;technician;married;basic.9y;no;no;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
30625;53;admin.;married;basic.9y;no;no;no;telephone;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.354;5099.1;no
14363;35;admin.;divorced;high.school;no;yes;yes;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
28185;34;admin.;single;high.school;no;no;no;cellular;apr;tue;1;999;0;nonexistent;-1.8;93.075;-47.1;1.453;5099.1;no
6413;46;admin.;divorced;university.degree;unknown;yes;no;telephone;may;wed;6;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
31383;48;blue-collar;married;basic.9y;unknown;yes;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
25960;56;blue-collar;divorced;basic.9y;no;yes;no;cellular;nov;wed;3;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;yes
31322;28;technician;single;professional.course;no;no;no;cellular;may;wed;2;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;yes
11150;32;services;married;high.school;no;no;no;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
10725;32;services;married;basic.9y;no;no;no;telephone;jun;tue;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
9372;60;self-employed;married;professional.course;unknown;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
38114;22;services;single;professional.course;no;yes;yes;cellular;sep;tue;1;3;2;success;-3.4;92.379;-29.8;0.755;5017.5;yes
35937;34;admin.;married;university.degree;no;yes;no;cellular;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.264;5099.1;yes
16554;50;housemaid;married;unknown;no;yes;no;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
4057;43;management;married;university.degree;no;unknown;unknown;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
36122;31;admin.;single;high.school;no;no;no;cellular;may;wed;1;3;1;success;-1.8;92.893;-46.2;1.27;5099.1;yes
34819;58;entrepreneur;divorced;professional.course;no;yes;no;telephone;may;thu;5;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;no
33695;28;admin.;married;high.school;no;yes;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1;yes
39694;50;unemployed;married;high.school;no;no;no;telephone;may;tue;3;999;0;nonexistent;-1.8;93.876;-40;0.688;5008.7;yes
36062;22;student;single;high.school;no;yes;yes;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;yes
15105;24;admin.;single;high.school;unknown;unknown;unknown;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
34535;28;services;single;professional.course;no;yes;no;cellular;may;thu;2;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1;yes
36300;45;unemployed;married;basic.9y;no;no;no;cellular;jun;mon;2;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;yes
15964;32;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;mon;5;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
39024;29;unemployed;married;basic.4y;no;no;no;telephone;dec;thu;1;999;0;nonexistent;-3;92.713;-33;0.714;5023.5;yes
35914;36;admin.;married;high.school;no;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.264;5099.1;yes
10293;31;blue-collar;married;basic.9y;no;no;no;telephone;jun;mon;2;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;no
30705;41;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1;no
39837;29;admin.;single;university.degree;no;no;no;cellular;jun;wed;2;3;4;success;-1.7;94.055;-39.8;0.715;4991.6;yes
3999;56;housemaid;married;basic.4y;no;no;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
16718;26;blue-collar;single;professional.course;no;yes;no;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
39435;33;admin.;single;university.degree;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.749;-34.6;0.642;5008.7;no
4770;60;technician;divorced;professional.course;unknown;yes;no;telephone;may;wed;6;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
30740;34;blue-collar;married;unknown;no;yes;no;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.344;5099.1;no
36423;23;student;single;high.school;no;no;no;cellular;jun;tue;1;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;yes
20995;54;services;married;high.school;no;yes;no;cellular;aug;thu;9;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;yes
40341;53;services;married;basic.9y;no;yes;no;telephone;aug;mon;2;999;1;failure;-1.7;94.027;-38.3;0.898;4991.6;no
39704;58;management;married;university.degree;no;yes;no;cellular;may;thu;2;999;0;nonexistent;-1.8;93.876;-40;0.692;5008.7;yes
19754;31;admin.;married;university.degree;no;no;yes;cellular;aug;fri;2;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
24042;26;admin.;single;university.degree;no;yes;no;telephone;oct;mon;1;999;0;nonexistent;-0.1;93.798;-40.4;4.912;5195.8;yes
38249;32;admin.;married;professional.course;no;yes;no;cellular;oct;tue;1;999;0;nonexistent;-3.4;92.431;-26.9;0.742;5017.5;yes
16727;32;services;married;basic.9y;no;yes;no;telephone;jul;wed;3;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
33260;34;self-employed;single;university.degree;no;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;no
40694;31;student;single;unknown;no;yes;no;telephone;sep;mon;1;999;0;nonexistent;-1.1;94.199;-37.5;0.879;4963.6;no
23701;30;admin.;single;university.degree;no;no;no;cellular;aug;thu;2;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
32610;29;admin.;married;high.school;no;yes;no;cellular;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
36827;29;admin.;married;high.school;no;no;no;cellular;jun;mon;1;999;1;failure;-2.9;92.963;-40.8;1.26;5076.2;yes
39118;27;technician;single;university.degree;no;yes;no;cellular;dec;tue;3;6;2;success;-3;92.713;-33;0.707;5023.5;yes
39643;48;unemployed;married;professional.course;no;no;no;cellular;may;wed;1;6;3;success;-1.8;93.876;-40;0.682;5008.7;yes
40978;44;admin.;married;university.degree;no;yes;no;cellular;oct;mon;1;999;0;nonexistent;-1.1;94.601;-49.5;1;4963.6;yes
14856;42;technician;married;high.school;unknown;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
24183;42;management;married;university.degree;no;yes;no;cellular;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42;4.191;5195.8;no
31824;37;blue-collar;single;university.degree;unknown;no;no;cellular;may;thu;2;999;1;failure;-1.8;92.893;-46.2;1.327;5099.1;no
27408;57;management;married;university.degree;no;yes;yes;cellular;nov;fri;1;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;yes
20968;30;admin.;single;university.degree;unknown;no;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
32727;56;management;married;professional.course;no;yes;no;cellular;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
36247;25;technician;married;university.degree;no;no;no;cellular;jun;mon;1;999;1;failure;-2.9;92.963;-40.8;1.266;5076.2;no
24301;46;technician;married;professional.course;no;yes;no;cellular;nov;mon;1;999;1;failure;-0.1;93.2;-42;4.191;5195.8;no
17825;54;unemployed;married;high.school;unknown;no;no;telephone;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
22457;35;self-employed;married;basic.9y;no;no;no;telephone;aug;fri;9;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
29651;50;blue-collar;married;basic.9y;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
13536;46;admin.;divorced;university.degree;unknown;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1;no
22983;43;admin.;single;university.degree;no;no;no;cellular;aug;mon;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
20812;57;technician;single;university.degree;unknown;yes;no;cellular;aug;wed;8;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
9256;48;self-employed;married;university.degree;no;no;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;yes
24495;45;unemployed;married;basic.9y;no;yes;no;cellular;nov;mon;2;999;0;nonexistent;-0.1;93.2;-42;4.191;5195.8;no
27733;24;services;single;unknown;no;yes;no;cellular;mar;tue;13;999;0;nonexistent;-1.8;92.843;-50;1.799;5099.1;yes
40721;34;admin.;married;professional.course;no;no;no;cellular;sep;tue;1;3;3;success;-1.1;94.199;-37.5;0.877;4963.6;yes
7560;48;self-employed;married;high.school;unknown;yes;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
40718;86;retired;married;unknown;unknown;yes;yes;cellular;sep;tue;1;7;4;success;-1.1;94.199;-37.5;0.877;4963.6;yes
14650;45;blue-collar;married;basic.9y;unknown;no;no;cellular;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
40216;66;housemaid;married;basic.4y;no;no;no;telephone;jul;tue;2;999;0;nonexistent;-1.7;94.215;-40.3;0.876;4991.6;yes
40186;51;admin.;married;university.degree;no;no;yes;cellular;jul;fri;4;999;0;nonexistent;-1.7;94.215;-40.3;0.861;4991.6;no
37737;61;retired;married;basic.4y;no;yes;yes;cellular;aug;fri;1;999;0;nonexistent;-2.9;92.201;-31.4;0.849;5076.2;yes
30217;30;entrepreneur;single;university.degree;no;no;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
33531;31;services;single;high.school;no;yes;no;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;no
37861;72;unknown;married;unknown;no;yes;yes;cellular;aug;fri;8;999;1;failure;-2.9;92.201;-31.4;0.825;5076.2;yes
31428;36;technician;single;professional.course;unknown;yes;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1;no
34498;33;admin.;single;high.school;no;no;no;cellular;may;thu;1;12;2;failure;-1.8;92.893;-46.2;1.266;5099.1;yes
6393;53;entrepreneur;single;basic.9y;no;no;no;telephone;may;tue;7;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
28229;38;services;divorced;high.school;unknown;yes;no;cellular;apr;tue;2;999;1;failure;-1.8;93.075;-47.1;1.453;5099.1;no
10597;38;management;married;high.school;unknown;yes;no;telephone;jun;tue;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
11875;57;self-employed;married;basic.9y;unknown;yes;no;telephone;jun;fri;4;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
39414;53;management;divorced;university.degree;no;yes;no;cellular;apr;thu;2;999;0;nonexistent;-1.8;93.749;-34.6;0.64;5008.7;yes
35433;44;blue-collar;single;basic.9y;no;yes;no;cellular;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1;yes
37990;46;blue-collar;married;professional.course;no;no;no;cellular;sep;mon;2;999;0;nonexistent;-3.4;92.379;-29.8;0.797;5017.5;no
7596;41;services;married;high.school;unknown;yes;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191;no
33191;26;services;married;basic.9y;no;no;yes;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;yes
31791;26;admin.;single;basic.9y;unknown;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;yes
2061;34;blue-collar;married;basic.4y;no;yes;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
33489;34;blue-collar;married;basic.6y;unknown;yes;no;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1;no
17348;44;services;divorced;high.school;no;no;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;no
8394;26;blue-collar;single;high.school;no;yes;no;telephone;jun;tue;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
24264;48;management;married;university.degree;no;yes;no;cellular;nov;mon;1;4;1;success;-0.1;93.2;-42;4.191;5195.8;no
38479;26;admin.;married;high.school;no;yes;yes;cellular;oct;mon;1;999;0;nonexistent;-3.4;92.431;-26.9;0.731;5017.5;no
8866;28;technician;single;professional.course;no;no;no;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1;yes
20579;33;technician;married;professional.course;no;yes;no;cellular;aug;tue;10;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
33215;50;blue-collar;divorced;basic.4y;no;yes;no;cellular;may;tue;4;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1;yes
16317;26;admin.;single;university.degree;no;yes;no;cellular;jul;tue;5;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
11990;33;services;single;high.school;no;no;no;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no
40470;75;retired;married;basic.4y;no;no;no;cellular;aug;wed;2;6;3;success;-1.7;94.027;-38.3;0.903;4991.6;yes
23842;43;admin.;single;university.degree;no;yes;no;cellular;aug;fri;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
11671;26;admin.;single;basic.9y;no;no;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
24321;45;technician;married;university.degree;no;yes;no;telephone;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42;4.191;5195.8;no
5021;40;blue-collar;married;basic.6y;no;no;no;telephone;may;wed;5;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
5802;45;admin.;single;unknown;unknown;no;no;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
16165;35;services;divorced;university.degree;no;yes;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;yes
37199;35;admin.;single;university.degree;no;yes;no;telephone;aug;thu;1;999;0;nonexistent;-2.9;92.201;-31.4;0.883;5076.2;yes
22818;45;housemaid;married;basic.4y;unknown;no;no;cellular;aug;mon;14;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
3560;46;services;married;basic.4y;unknown;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191;no
20025;44;admin.;married;high.school;unknown;no;no;cellular;aug;fri;4;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
11244;38;admin.;married;high.school;no;yes;yes;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;yes
27973;33;blue-collar;married;basic.6y;no;yes;no;cellular;apr;wed;3;999;0;nonexistent;-1.8;93.075;-47.1;1.498;5099.1;yes
7259;35;blue-collar;married;basic.9y;unknown;no;no;telephone;may;thu;3;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
15709;36;blue-collar;married;basic.9y;no;no;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
20188;37;technician;married;professional.course;no;no;no;cellular;aug;mon;6;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
4315;21;admin.;single;basic.9y;no;yes;yes;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191;no
27419;56;retired;married;basic.4y;no;yes;no;cellular;nov;fri;2;999;0;nonexistent;-0.1;93.2;-42;4.021;5195.8;yes
11296;52;technician;married;unknown;unknown;no;no;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
39103;37;admin.;married;university.degree;no;no;yes;cellular;dec;mon;2;6;1;success;-3;92.713;-33;0.706;5023.5;yes
39046;56;blue-collar;married;basic.4y;unknown;yes;no;cellular;dec;tue;3;6;1;success;-3;92.713;-33;0.715;5023.5;yes
32722;38;blue-collar;married;high.school;unknown;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
40838;32;admin.;married;high.school;no;yes;no;cellular;sep;mon;1;999;0;nonexistent;-1.1;94.199;-37.5;0.879;4963.6;yes
5978;42;services;married;professional.course;no;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;yes
12586;44;entrepreneur;married;basic.6y;unknown;no;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;yes
36152;33;admin.;single;university.degree;no;yes;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.27;5099.1;yes
36577;33;management;divorced;university.degree;no;yes;no;cellular;jun;wed;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
17934;28;technician;single;university.degree;unknown;no;no;cellular;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;yes
28890;37;blue-collar;single;basic.9y;no;no;no;cellular;apr;fri;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
28269;27;admin.;single;university.degree;no;yes;yes;cellular;apr;wed;1;999;1;failure;-1.8;93.075;-47.1;1.445;5099.1;no
21257;31;admin.;single;high.school;no;no;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
3093;38;management;married;basic.6y;unknown;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191;no
39239;55;admin.;married;high.school;no;yes;no;cellular;mar;wed;2;999;1;failure;-1.8;93.369;-34.8;0.651;5008.7;yes
24839;52;admin.;married;university.degree;no;yes;yes;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42;4.153;5195.8;no
17044;52;blue-collar;married;basic.9y;unknown;no;no;telephone;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
40363;35;technician;married;university.degree;no;yes;no;cellular;aug;wed;1;999;0;nonexistent;-1.7;94.027;-38.3;0.9;4991.6;yes
12904;27;admin.;single;professional.course;no;no;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1;yes
15946;26;admin.;single;unknown;no;no;yes;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1;no
4972;52;management;divorced;university.degree;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191;no
17982;38;admin.;married;university.degree;no;yes;no;cellular;jul;tue;30;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1;no
22065;53;admin.;married;high.school;no;no;yes;cellular;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
28297;63;retired;married;unknown;no;yes;no;telephone;apr;wed;1;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1;yes
15042;32;admin.;married;university.degree;no;no;no;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1;no
28614;66;retired;married;basic.4y;no;no;yes;cellular;apr;wed;5;999;1;failure;-1.8;93.075;-47.1;1.415;5099.1;yes
39012;41;self-employed;married;university.degree;no;unknown;unknown;telephone;dec;wed;1;999;0;nonexistent;-3;92.713;-33;0.715;5023.5;yes
40199;56;unemployed;divorced;basic.4y;no;yes;no;cellular;jul;mon;6;999;0;nonexistent;-1.7;94.215;-40.3;0.87;4991.6;yes
25908;35;admin.;married;university.degree;no;yes;no;cellular;nov;wed;2;999;0;nonexistent;-0.1;93.2;-42;4.12;5195.8;yes
5405;46;blue-collar;married;basic.9y;unknown;no;no;telephone;may;fri;10;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191;no
40315;37;admin.;married;university.degree;no;yes;no;cellular;jul;fri;5;4;2;success;-1.7;94.215;-40.3;0.896;4991.6;yes
20927;58;technician;divorced;university.degree;unknown;yes;no;cellular;aug;thu;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1;no
31708;31;technician;married;professional.course;unknown;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1;no
15458;26;blue-collar;married;basic.9y;no;no;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1;no
